group,id,course,semester,grade
9,518,Renewable Energy and Sustainable Living,2,13
9,518,Renewable Energy and Sustainable Living,2,11.5
9,518,Renewable Energy and Sustainable Living,2,18.5
9,518,Scavenging and Resource Management,2,5
9,518,Scavenging and Resource Management,2,7
9,518,Scavenging and Resource Management,2,10
9,518,Scavenging and Resource Management,2,7
9,518,Survival Skills and Wilderness Medicine,1,13
9,518,Survival Skills and Wilderness Medicine,1,12
9,518,Survival Skills and Wilderness Medicine,1,12.5
9,533,Art and Expression in a Post-Apocalyptic World,1,7.6
9,533,Art and Expression in a Post-Apocalyptic World,1,11.3
9,533,Art and Expression in a Post-Apocalyptic World,1,8.5
9,533,Art and Expression in a Post-Apocalyptic World,1,11.6
9,533,Art and Expression in a Post-Apocalyptic World,1,9.1
9,533,Art and Expression in a Post-Apocalyptic World,1,10.1
9,533,Art and Expression in a Post-Apocalyptic World,1,10.2
9,533,Art and Expression in a Post-Apocalyptic World,1,10
9,533,Art and Expression in a Post-Apocalyptic World,1,12.8
9,533,Combat Tactics and Self-Defense,2,14
9,533,Combat Tactics and Self-Defense,2,15
9,533,Combat Tactics and Self-Defense,2,18
9,533,Combat Tactics and Self-Defense,2,13
9,533,Combat Tactics and Self-Defense,2,11
9,533,Combat Tactics and Self-Defense,2,13
9,533,Combat Tactics and Self-Defense,2,14
9,533,Community Building and Social Organization,1,9
9,533,Community Building and Social Organization,1,8
9,533,Community Building and Social Organization,1,6
9,533,Community Building and Social Organization,1,6
9,533,Mechanical Engineering and Vehicle Repair,1,9
9,533,Mechanical Engineering and Vehicle Repair,1,9
9,533,Mechanical Engineering and Vehicle Repair,1,11
9,533,Mechanical Engineering and Vehicle Repair,1,10
9,533,Mechanical Engineering and Vehicle Repair,1,9
9,533,Moral Philosophy and Ethical Decision-Making,2,9
9,533,Moral Philosophy and Ethical Decision-Making,2,10
9,533,Moral Philosophy and Ethical Decision-Making,2,11
9,533,Moral Philosophy and Ethical Decision-Making,2,10
9,533,Moral Philosophy and Ethical Decision-Making,2,8
9,533,Post-Apocalyptic History and Archaeology,1,8
9,533,Post-Apocalyptic History and Archaeology,1,9.5
9,533,Post-Apocalyptic History and Archaeology,1,9.5
9,533,Radiation Ecology and Environmental Science,2,11
9,533,Radiation Ecology and Environmental Science,2,9
9,533,Radiation Ecology and Environmental Science,2,15
9,533,Radiation Ecology and Environmental Science,2,15
9,533,Radiation Ecology and Environmental Science,2,8.5
9,533,Radiation Ecology and Environmental Science,2,14
9,533,Renewable Energy and Sustainable Living,2,14.3
9,533,Renewable Energy and Sustainable Living,2,11.9
9,533,Renewable Energy and Sustainable Living,2,7.7
9,533,Renewable Energy and Sustainable Living,2,9
9,533,Renewable Energy and Sustainable Living,2,9.6
9,533,Renewable Energy and Sustainable Living,2,14.1
9,533,Renewable Energy and Sustainable Living,2,15.2
9,533,Scavenging and Resource Management,2,7
9,533,Scavenging and Resource Management,2,7
9,533,Scavenging and Resource Management,2,7
9,533,Scavenging and Resource Management,2,6
9,533,Survival Skills and Wilderness Medicine,1,12
9,533,Survival Skills and Wilderness Medicine,1,12.5
9,533,Survival Skills and Wilderness Medicine,1,11.5
9,533,Survival Skills and Wilderness Medicine,1,12.5
9,537,Art and Expression in a Post-Apocalyptic World,1,9.1
9,537,Art and Expression in a Post-Apocalyptic World,1,10.2
9,537,Art and Expression in a Post-Apocalyptic World,1,7.4
9,537,Art and Expression in a Post-Apocalyptic World,1,7.5
9,537,Art and Expression in a Post-Apocalyptic World,1,10.7
9,537,Art and Expression in a Post-Apocalyptic World,1,9.5
9,537,Art and Expression in a Post-Apocalyptic World,1,9.2
9,537,Art and Expression in a Post-Apocalyptic World,1,12.2
9,537,Art and Expression in a Post-Apocalyptic World,1,10.5
9,537,Combat Tactics and Self-Defense,2,13
9,537,Combat Tactics and Self-Defense,2,15
9,537,Combat Tactics and Self-Defense,2,15
9,537,Combat Tactics and Self-Defense,2,11
9,537,Combat Tactics and Self-Defense,2,18
9,537,Combat Tactics and Self-Defense,2,15
9,537,Combat Tactics and Self-Defense,2,16
9,537,Community Building and Social Organization,1,9
9,537,Community Building and Social Organization,1,7
9,537,Community Building and Social Organization,1,7
9,537,Community Building and Social Organization,1,7
9,537,Mechanical Engineering and Vehicle Repair,1,11
9,537,Mechanical Engineering and Vehicle Repair,1,9
9,537,Mechanical Engineering and Vehicle Repair,1,10
9,537,Mechanical Engineering and Vehicle Repair,1,11
9,537,Mechanical Engineering and Vehicle Repair,1,10
9,537,Moral Philosophy and Ethical Decision-Making,2,7
9,537,Moral Philosophy and Ethical Decision-Making,2,11
9,537,Moral Philosophy and Ethical Decision-Making,2,9
9,537,Moral Philosophy and Ethical Decision-Making,2,13
9,537,Moral Philosophy and Ethical Decision-Making,2,7
9,537,Moral Philosophy and Ethical Decision-Making,2,6
9,537,Post-Apocalyptic History and Archaeology,1,9
9,537,Post-Apocalyptic History and Archaeology,1,11.5
9,537,Post-Apocalyptic History and Archaeology,1,8.5
9,537,Radiation Ecology and Environmental Science,2,10.5
9,537,Radiation Ecology and Environmental Science,2,10.5
9,537,Radiation Ecology and Environmental Science,2,10.5
9,537,Radiation Ecology and Environmental Science,2,15.5
9,537,Radiation Ecology and Environmental Science,2,14
9,537,Radiation Ecology and Environmental Science,2,19.5
9,537,Renewable Energy and Sustainable Living,2,11.8
9,537,Renewable Energy and Sustainable Living,2,13.3
9,537,Renewable Energy and Sustainable Living,2,13.3
9,537,Renewable Energy and Sustainable Living,2,10.2
9,537,Renewable Energy and Sustainable Living,2,10.9
9,537,Renewable Energy and Sustainable Living,2,16.6
9,537,Scavenging and Resource Management,2,6
9,537,Scavenging and Resource Management,2,6
9,537,Scavenging and Resource Management,2,7
9,537,Scavenging and Resource Management,2,7
9,537,Survival Skills and Wilderness Medicine,1,11.5
9,537,Survival Skills and Wilderness Medicine,1,13.5
9,537,Survival Skills and Wilderness Medicine,1,14.5
9,537,Survival Skills and Wilderness Medicine,1,14
9,562,Art and Expression in a Post-Apocalyptic World,1,9.1
9,562,Art and Expression in a Post-Apocalyptic World,1,13.2
9,562,Art and Expression in a Post-Apocalyptic World,1,9.4
9,562,Art and Expression in a Post-Apocalyptic World,1,8
9,562,Art and Expression in a Post-Apocalyptic World,1,8.9
9,562,Art and Expression in a Post-Apocalyptic World,1,7.7
9,562,Art and Expression in a Post-Apocalyptic World,1,7.8
9,562,Art and Expression in a Post-Apocalyptic World,1,9
9,562,Art and Expression in a Post-Apocalyptic World,1,6.8
9,562,Combat Tactics and Self-Defense,2,15
9,562,Combat Tactics and Self-Defense,2,11
9,562,Combat Tactics and Self-Defense,2,15
9,562,Combat Tactics and Self-Defense,2,15
9,562,Combat Tactics and Self-Defense,2,10
9,562,Combat Tactics and Self-Defense,2,13
9,562,Combat Tactics and Self-Defense,2,14
9,562,Community Building and Social Organization,1,8
9,562,Community Building and Social Organization,1,5
9,562,Community Building and Social Organization,1,9
9,562,Mechanical Engineering and Vehicle Repair,1,9
9,562,Mechanical Engineering and Vehicle Repair,1,10
9,562,Mechanical Engineering and Vehicle Repair,1,10
9,562,Mechanical Engineering and Vehicle Repair,1,10
9,562,Mechanical Engineering and Vehicle Repair,1,9
9,562,Moral Philosophy and Ethical Decision-Making,2,8
9,562,Moral Philosophy and Ethical Decision-Making,2,8
9,562,Moral Philosophy and Ethical Decision-Making,2,8
9,562,Moral Philosophy and Ethical Decision-Making,2,10
9,562,Moral Philosophy and Ethical Decision-Making,2,9
9,562,Moral Philosophy and Ethical Decision-Making,2,9
9,562,Post-Apocalyptic History and Archaeology,1,10.5
9,562,Post-Apocalyptic History and Archaeology,1,10
9,562,Post-Apocalyptic History and Archaeology,1,5.5
9,562,Radiation Ecology and Environmental Science,2,20
9,562,Radiation Ecology and Environmental Science,2,10.5
9,562,Radiation Ecology and Environmental Science,2,12
9,562,Radiation Ecology and Environmental Science,2,12
9,562,Radiation Ecology and Environmental Science,2,14
9,562,Radiation Ecology and Environmental Science,2,15.5
9,562,Renewable Energy and Sustainable Living,2,17.1
9,562,Renewable Energy and Sustainable Living,2,15.2
9,562,Renewable Energy and Sustainable Living,2,17.3
9,562,Renewable Energy and Sustainable Living,2,18.8
9,562,Renewable Energy and Sustainable Living,2,12
9,562,Renewable Energy and Sustainable Living,2,12.4
9,562,Renewable Energy and Sustainable Living,2,14.1
9,562,Scavenging and Resource Management,2,6
9,562,Scavenging and Resource Management,2,8
9,562,Scavenging and Resource Management,2,7
9,562,Scavenging and Resource Management,2,8
9,562,Survival Skills and Wilderness Medicine,1,13
9,562,Survival Skills and Wilderness Medicine,1,15.5
9,562,Survival Skills and Wilderness Medicine,1,11.5
9,562,Survival Skills and Wilderness Medicine,1,13.5
9,581,Art and Expression in a Post-Apocalyptic World,1,12.1
9,581,Art and Expression in a Post-Apocalyptic World,1,12.2
9,581,Art and Expression in a Post-Apocalyptic World,1,9
9,581,Art and Expression in a Post-Apocalyptic World,1,7.2
9,581,Art and Expression in a Post-Apocalyptic World,1,5.6
9,581,Art and Expression in a Post-Apocalyptic World,1,8.9
9,581,Art and Expression in a Post-Apocalyptic World,1,9
9,581,Art and Expression in a Post-Apocalyptic World,1,11.8
9,581,Combat Tactics and Self-Defense,2,16
9,581,Combat Tactics and Self-Defense,2,16
9,581,Combat Tactics and Self-Defense,2,13
9,581,Combat Tactics and Self-Defense,2,10
9,581,Combat Tactics and Self-Defense,2,19
9,581,Combat Tactics and Self-Defense,2,13
9,581,Community Building and Social Organization,1,8
9,581,Community Building and Social Organization,1,6
9,581,Community Building and Social Organization,1,9
9,581,Community Building and Social Organization,1,10
9,581,Mechanical Engineering and Vehicle Repair,1,10
9,581,Mechanical Engineering and Vehicle Repair,1,10
9,581,Mechanical Engineering and Vehicle Repair,1,8
9,581,Mechanical Engineering and Vehicle Repair,1,11
9,581,Mechanical Engineering and Vehicle Repair,1,10
9,581,Moral Philosophy and Ethical Decision-Making,2,6
9,581,Moral Philosophy and Ethical Decision-Making,2,9
9,581,Moral Philosophy and Ethical Decision-Making,2,6
9,581,Moral Philosophy and Ethical Decision-Making,2,11
9,581,Moral Philosophy and Ethical Decision-Making,2,9
9,581,Moral Philosophy and Ethical Decision-Making,2,7
9,581,Post-Apocalyptic History and Archaeology,1,7.5
9,581,Post-Apocalyptic History and Archaeology,1,8.5
9,581,Post-Apocalyptic History and Archaeology,1,10
9,581,Radiation Ecology and Environmental Science,2,14
9,581,Radiation Ecology and Environmental Science,2,18
9,581,Radiation Ecology and Environmental Science,2,7.5
9,581,Radiation Ecology and Environmental Science,2,11.5
9,581,Radiation Ecology and Environmental Science,2,9.5
9,581,Radiation Ecology and Environmental Science,2,12.5
9,581,Renewable Energy and Sustainable Living,2,16
9,581,Renewable Energy and Sustainable Living,2,13.3
9,581,Renewable Energy and Sustainable Living,2,12.4
9,581,Renewable Energy and Sustainable Living,2,13.2
9,581,Renewable Energy and Sustainable Living,2,15
9,581,Renewable Energy and Sustainable Living,2,12
9,581,Renewable Energy and Sustainable Living,2,17.1
9,581,Scavenging and Resource Management,2,7
9,581,Scavenging and Resource Management,2,7
9,581,Scavenging and Resource Management,2,6
9,581,Scavenging and Resource Management,2,5
9,581,Survival Skills and Wilderness Medicine,1,14
9,581,Survival Skills and Wilderness Medicine,1,12
9,581,Survival Skills and Wilderness Medicine,1,14
9,581,Survival Skills and Wilderness Medicine,1,14.5
9,597,Art and Expression in a Post-Apocalyptic World,1,10.2
9,597,Art and Expression in a Post-Apocalyptic World,1,8.6
9,597,Art and Expression in a Post-Apocalyptic World,1,11.4
9,597,Art and Expression in a Post-Apocalyptic World,1,7.5
9,597,Art and Expression in a Post-Apocalyptic World,1,7.5
9,597,Art and Expression in a Post-Apocalyptic World,1,10.9
9,597,Art and Expression in a Post-Apocalyptic World,1,7.8
9,597,Art and Expression in a Post-Apocalyptic World,1,7.4
9,597,Combat Tactics and Self-Defense,2,12
9,597,Combat Tactics and Self-Defense,2,10
9,597,Combat Tactics and Self-Defense,2,11
9,597,Combat Tactics and Self-Defense,2,16
9,597,Combat Tactics and Self-Defense,2,9
9,597,Combat Tactics and Self-Defense,2,20
9,597,Combat Tactics and Self-Defense,2,15
9,597,Community Building and Social Organization,1,9
9,597,Community Building and Social Organization,1,9
9,597,Community Building and Social Organization,1,7
9,597,Community Building and Social Organization,1,9
9,597,Mechanical Engineering and Vehicle Repair,1,11
9,597,Mechanical Engineering and Vehicle Repair,1,10
9,597,Mechanical Engineering and Vehicle Repair,1,8
9,597,Mechanical Engineering and Vehicle Repair,1,8
9,597,Mechanical Engineering and Vehicle Repair,1,11
9,597,Moral Philosophy and Ethical Decision-Making,2,6
9,597,Moral Philosophy and Ethical Decision-Making,2,10
9,597,Moral Philosophy and Ethical Decision-Making,2,8
9,597,Moral Philosophy and Ethical Decision-Making,2,8
9,597,Moral Philosophy and Ethical Decision-Making,2,10
9,597,Post-Apocalyptic History and Archaeology,1,9
9,597,Post-Apocalyptic History and Archaeology,1,7
9,597,Post-Apocalyptic History and Archaeology,1,7
9,597,Radiation Ecology and Environmental Science,2,10.5
9,597,Radiation Ecology and Environmental Science,2,15
9,597,Radiation Ecology and Environmental Science,2,15
9,597,Radiation Ecology and Environmental Science,2,12
9,597,Radiation Ecology and Environmental Science,2,18
9,597,Radiation Ecology and Environmental Science,2,16.5
9,597,Renewable Energy and Sustainable Living,2,8.8
9,597,Renewable Energy and Sustainable Living,2,12.1
9,597,Renewable Energy and Sustainable Living,2,12.2
9,597,Renewable Energy and Sustainable Living,2,8.7
9,597,Scavenging and Resource Management,2,7
9,597,Scavenging and Resource Management,2,7
9,597,Scavenging and Resource Management,2,8
9,597,Scavenging and Resource Management,2,7
9,597,Survival Skills and Wilderness Medicine,1,12.5
9,597,Survival Skills and Wilderness Medicine,1,12.5
9,597,Survival Skills and Wilderness Medicine,1,14
9,597,Survival Skills and Wilderness Medicine,1,11.5
9,628,Art and Expression in a Post-Apocalyptic World,1,9.3
9,628,Art and Expression in a Post-Apocalyptic World,1,11.6
9,628,Art and Expression in a Post-Apocalyptic World,1,10.1
9,628,Art and Expression in a Post-Apocalyptic World,1,7.1
9,628,Art and Expression in a Post-Apocalyptic World,1,8.7
9,628,Art and Expression in a Post-Apocalyptic World,1,10.1
9,628,Art and Expression in a Post-Apocalyptic World,1,12.3
9,628,Art and Expression in a Post-Apocalyptic World,1,11.4
9,628,Combat Tactics and Self-Defense,2,14
9,628,Combat Tactics and Self-Defense,2,10
9,628,Combat Tactics and Self-Defense,2,14
9,628,Combat Tactics and Self-Defense,2,9
9,628,Combat Tactics and Self-Defense,2,17
9,628,Combat Tactics and Self-Defense,2,10
9,628,Combat Tactics and Self-Defense,2,13
9,628,Community Building and Social Organization,1,8
9,628,Community Building and Social Organization,1,14
9,628,Community Building and Social Organization,1,8
9,628,Community Building and Social Organization,1,10
9,628,Mechanical Engineering and Vehicle Repair,1,10
9,628,Mechanical Engineering and Vehicle Repair,1,10
9,628,Mechanical Engineering and Vehicle Repair,1,8
9,628,Mechanical Engineering and Vehicle Repair,1,12
9,628,Moral Philosophy and Ethical Decision-Making,2,8
9,628,Moral Philosophy and Ethical Decision-Making,2,7
9,628,Moral Philosophy and Ethical Decision-Making,2,8
9,628,Moral Philosophy and Ethical Decision-Making,2,10
9,628,Moral Philosophy and Ethical Decision-Making,2,5
9,628,Moral Philosophy and Ethical Decision-Making,2,5
9,628,Post-Apocalyptic History and Archaeology,1,6.5
9,628,Post-Apocalyptic History and Archaeology,1,16.5
9,628,Radiation Ecology and Environmental Science,2,15.5
9,628,Radiation Ecology and Environmental Science,2,16
9,628,Radiation Ecology and Environmental Science,2,14
9,628,Radiation Ecology and Environmental Science,2,8.5
9,628,Radiation Ecology and Environmental Science,2,15
9,628,Radiation Ecology and Environmental Science,2,13
9,628,Renewable Energy and Sustainable Living,2,11.8
9,628,Renewable Energy and Sustainable Living,2,16
9,628,Renewable Energy and Sustainable Living,2,12.1
9,628,Renewable Energy and Sustainable Living,2,15.2
9,628,Renewable Energy and Sustainable Living,2,16.7
9,628,Renewable Energy and Sustainable Living,2,9.5
9,628,Renewable Energy and Sustainable Living,2,13.8
9,628,Scavenging and Resource Management,2,9
9,628,Scavenging and Resource Management,2,7
9,628,Scavenging and Resource Management,2,7
9,628,Scavenging and Resource Management,2,8
9,628,Survival Skills and Wilderness Medicine,1,13.5
9,628,Survival Skills and Wilderness Medicine,1,11
9,628,Survival Skills and Wilderness Medicine,1,13
9,628,Survival Skills and Wilderness Medicine,1,11.5
9,662,Art and Expression in a Post-Apocalyptic World,1,14.3
9,662,Art and Expression in a Post-Apocalyptic World,1,9.8
9,662,Art and Expression in a Post-Apocalyptic World,1,8.7
9,662,Art and Expression in a Post-Apocalyptic World,1,11.6
9,662,Art and Expression in a Post-Apocalyptic World,1,7.7
9,662,Art and Expression in a Post-Apocalyptic World,1,8.4
9,662,Art and Expression in a Post-Apocalyptic World,1,9.3
9,662,Art and Expression in a Post-Apocalyptic World,1,7.6
9,662,Art and Expression in a Post-Apocalyptic World,1,10.7
9,662,Combat Tactics and Self-Defense,2,10
9,662,Combat Tactics and Self-Defense,2,10
9,662,Combat Tactics and Self-Defense,2,12
9,662,Combat Tactics and Self-Defense,2,17
9,662,Combat Tactics and Self-Defense,2,14
9,662,Combat Tactics and Self-Defense,2,16
9,662,Combat Tactics and Self-Defense,2,16
9,662,Community Building and Social Organization,1,4
9,662,Community Building and Social Organization,1,10
9,662,Community Building and Social Organization,1,8
9,662,Community Building and Social Organization,1,7
9,662,Mechanical Engineering and Vehicle Repair,1,10
9,662,Mechanical Engineering and Vehicle Repair,1,11
9,662,Mechanical Engineering and Vehicle Repair,1,8
9,662,Mechanical Engineering and Vehicle Repair,1,8
9,662,Moral Philosophy and Ethical Decision-Making,2,8
9,662,Moral Philosophy and Ethical Decision-Making,2,8
9,662,Moral Philosophy and Ethical Decision-Making,2,9
9,662,Moral Philosophy and Ethical Decision-Making,2,10
9,662,Moral Philosophy and Ethical Decision-Making,2,6
9,662,Moral Philosophy and Ethical Decision-Making,2,6
9,662,Post-Apocalyptic History and Archaeology,1,10
9,662,Post-Apocalyptic History and Archaeology,1,15.5
9,662,Post-Apocalyptic History and Archaeology,1,10
9,662,Radiation Ecology and Environmental Science,2,11.5
9,662,Radiation Ecology and Environmental Science,2,18.5
9,662,Radiation Ecology and Environmental Science,2,11.5
9,662,Radiation Ecology and Environmental Science,2,14.5
9,662,Radiation Ecology and Environmental Science,2,12
9,662,Radiation Ecology and Environmental Science,2,9.5
9,662,Renewable Energy and Sustainable Living,2,12.2
9,662,Renewable Energy and Sustainable Living,2,12
9,662,Renewable Energy and Sustainable Living,2,15.7
9,662,Renewable Energy and Sustainable Living,2,7.7
9,662,Renewable Energy and Sustainable Living,2,10.1
9,662,Renewable Energy and Sustainable Living,2,10.5
9,662,Renewable Energy and Sustainable Living,2,12.9
9,662,Scavenging and Resource Management,2,6
9,662,Scavenging and Resource Management,2,9
9,662,Scavenging and Resource Management,2,6
9,662,Scavenging and Resource Management,2,7
9,662,Survival Skills and Wilderness Medicine,1,12.5
9,662,Survival Skills and Wilderness Medicine,1,13.5
9,662,Survival Skills and Wilderness Medicine,1,11
9,662,Survival Skills and Wilderness Medicine,1,13.5
9,664,Art and Expression in a Post-Apocalyptic World,1,9
9,664,Art and Expression in a Post-Apocalyptic World,1,7.9
9,664,Art and Expression in a Post-Apocalyptic World,1,10.3
9,664,Art and Expression in a Post-Apocalyptic World,1,10.7
9,664,Art and Expression in a Post-Apocalyptic World,1,7.3
9,664,Art and Expression in a Post-Apocalyptic World,1,6.8
9,664,Art and Expression in a Post-Apocalyptic World,1,11.9
9,664,Art and Expression in a Post-Apocalyptic World,1,10.7
9,664,Art and Expression in a Post-Apocalyptic World,1,9.7
9,664,Combat Tactics and Self-Defense,2,17
9,664,Combat Tactics and Self-Defense,2,9
9,664,Combat Tactics and Self-Defense,2,12
9,664,Combat Tactics and Self-Defense,2,14
9,664,Combat Tactics and Self-Defense,2,10
9,664,Combat Tactics and Self-Defense,2,10
9,664,Combat Tactics and Self-Defense,2,12
9,664,Community Building and Social Organization,1,11
9,664,Community Building and Social Organization,1,9
9,664,Community Building and Social Organization,1,6
9,664,Community Building and Social Organization,1,7
9,664,Mechanical Engineering and Vehicle Repair,1,10
9,664,Mechanical Engineering and Vehicle Repair,1,10
9,664,Mechanical Engineering and Vehicle Repair,1,8
9,664,Mechanical Engineering and Vehicle Repair,1,11
9,664,Mechanical Engineering and Vehicle Repair,1,9
9,664,Moral Philosophy and Ethical Decision-Making,2,10
9,664,Moral Philosophy and Ethical Decision-Making,2,13
9,664,Moral Philosophy and Ethical Decision-Making,2,11
9,664,Moral Philosophy and Ethical Decision-Making,2,5
9,664,Moral Philosophy and Ethical Decision-Making,2,9
9,664,Moral Philosophy and Ethical Decision-Making,2,9
9,664,Post-Apocalyptic History and Archaeology,1,8
9,664,Post-Apocalyptic History and Archaeology,1,9
9,664,Post-Apocalyptic History and Archaeology,1,7
9,664,Radiation Ecology and Environmental Science,2,14
9,664,Radiation Ecology and Environmental Science,2,9.5
9,664,Radiation Ecology and Environmental Science,2,7
9,664,Radiation Ecology and Environmental Science,2,14
9,664,Radiation Ecology and Environmental Science,2,14
9,664,Radiation Ecology and Environmental Science,2,10
9,664,Renewable Energy and Sustainable Living,2,14.2
9,664,Renewable Energy and Sustainable Living,2,12.5
9,664,Renewable Energy and Sustainable Living,2,15.9
9,664,Renewable Energy and Sustainable Living,2,12.7
9,664,Renewable Energy and Sustainable Living,2,11.5
9,664,Renewable Energy and Sustainable Living,2,12
9,664,Renewable Energy and Sustainable Living,2,9.2
9,664,Scavenging and Resource Management,2,6
9,664,Scavenging and Resource Management,2,7
9,664,Scavenging and Resource Management,2,8
9,664,Scavenging and Resource Management,2,7
9,664,Survival Skills and Wilderness Medicine,1,12.5
9,664,Survival Skills and Wilderness Medicine,1,12.5
9,664,Survival Skills and Wilderness Medicine,1,13
9,664,Survival Skills and Wilderness Medicine,1,14
9,669,Art and Expression in a Post-Apocalyptic World,1,8.1
9,669,Art and Expression in a Post-Apocalyptic World,1,7.4
9,669,Art and Expression in a Post-Apocalyptic World,1,7.9
9,669,Art and Expression in a Post-Apocalyptic World,1,8
9,669,Art and Expression in a Post-Apocalyptic World,1,11.6
9,669,Art and Expression in a Post-Apocalyptic World,1,8.4
9,669,Art and Expression in a Post-Apocalyptic World,1,5.5
9,669,Art and Expression in a Post-Apocalyptic World,1,10.5
9,669,Art and Expression in a Post-Apocalyptic World,1,13.7
9,669,Combat Tactics and Self-Defense,2,18
9,669,Combat Tactics and Self-Defense,2,9
9,669,Combat Tactics and Self-Defense,2,16
9,669,Combat Tactics and Self-Defense,2,12
9,669,Combat Tactics and Self-Defense,2,16
9,669,Combat Tactics and Self-Defense,2,13
9,669,Combat Tactics and Self-Defense,2,16
9,669,Community Building and Social Organization,1,9
9,669,Community Building and Social Organization,1,9
9,669,Community Building and Social Organization,1,10
9,669,Community Building and Social Organization,1,9
9,669,Mechanical Engineering and Vehicle Repair,1,13
9,669,Mechanical Engineering and Vehicle Repair,1,9
9,669,Mechanical Engineering and Vehicle Repair,1,10
9,669,Mechanical Engineering and Vehicle Repair,1,12
9,669,Moral Philosophy and Ethical Decision-Making,2,8
9,669,Moral Philosophy and Ethical Decision-Making,2,7
9,669,Moral Philosophy and Ethical Decision-Making,2,7
9,669,Moral Philosophy and Ethical Decision-Making,2,9
9,669,Moral Philosophy and Ethical Decision-Making,2,6
9,669,Moral Philosophy and Ethical Decision-Making,2,6
9,669,Post-Apocalyptic History and Archaeology,1,9.5
9,669,Post-Apocalyptic History and Archaeology,1,6.5
9,669,Post-Apocalyptic History and Archaeology,1,8
9,669,Radiation Ecology and Environmental Science,2,17
9,669,Radiation Ecology and Environmental Science,2,13
9,669,Radiation Ecology and Environmental Science,2,14.5
9,669,Radiation Ecology and Environmental Science,2,6
9,669,Radiation Ecology and Environmental Science,2,12.5
9,669,Radiation Ecology and Environmental Science,2,11.5
9,669,Renewable Energy and Sustainable Living,2,8.7
9,669,Renewable Energy and Sustainable Living,2,13.2
9,669,Renewable Energy and Sustainable Living,2,13.4
9,669,Renewable Energy and Sustainable Living,2,13.8
9,669,Renewable Energy and Sustainable Living,2,11.6
9,669,Renewable Energy and Sustainable Living,2,13.9
9,669,Renewable Energy and Sustainable Living,2,9.6
9,669,Scavenging and Resource Management,2,6
9,669,Scavenging and Resource Management,2,8
9,669,Scavenging and Resource Management,2,6
9,669,Survival Skills and Wilderness Medicine,1,14
9,669,Survival Skills and Wilderness Medicine,1,12.5
9,669,Survival Skills and Wilderness Medicine,1,11
9,669,Survival Skills and Wilderness Medicine,1,13.5
9,676,Art and Expression in a Post-Apocalyptic World,1,7
9,676,Art and Expression in a Post-Apocalyptic World,1,8.7
9,676,Art and Expression in a Post-Apocalyptic World,1,6.7
9,676,Art and Expression in a Post-Apocalyptic World,1,7.3
9,676,Art and Expression in a Post-Apocalyptic World,1,3.9
9,676,Art and Expression in a Post-Apocalyptic World,1,8.2
9,676,Art and Expression in a Post-Apocalyptic World,1,10.3
9,676,Art and Expression in a Post-Apocalyptic World,1,9.6
9,676,Art and Expression in a Post-Apocalyptic World,1,7.5
9,676,Combat Tactics and Self-Defense,2,14
9,676,Combat Tactics and Self-Defense,2,14
9,676,Combat Tactics and Self-Defense,2,10
9,676,Combat Tactics and Self-Defense,2,16
9,676,Combat Tactics and Self-Defense,2,16
9,676,Combat Tactics and Self-Defense,2,11
9,676,Combat Tactics and Self-Defense,2,12
9,676,Community Building and Social Organization,1,10
9,676,Community Building and Social Organization,1,9
9,676,Community Building and Social Organization,1,10
9,676,Community Building and Social Organization,1,8
9,676,Mechanical Engineering and Vehicle Repair,1,8
9,676,Mechanical Engineering and Vehicle Repair,1,10
9,676,Mechanical Engineering and Vehicle Repair,1,7
9,676,Mechanical Engineering and Vehicle Repair,1,10
9,676,Mechanical Engineering and Vehicle Repair,1,9
9,676,Moral Philosophy and Ethical Decision-Making,2,10
9,676,Moral Philosophy and Ethical Decision-Making,2,7
9,676,Moral Philosophy and Ethical Decision-Making,2,9
9,676,Moral Philosophy and Ethical Decision-Making,2,6
9,676,Moral Philosophy and Ethical Decision-Making,2,7
9,676,Moral Philosophy and Ethical Decision-Making,2,5
9,676,Post-Apocalyptic History and Archaeology,1,6
9,676,Post-Apocalyptic History and Archaeology,1,4.5
9,676,Post-Apocalyptic History and Archaeology,1,5
9,676,Radiation Ecology and Environmental Science,2,4
9,676,Radiation Ecology and Environmental Science,2,13
9,676,Radiation Ecology and Environmental Science,2,9
9,676,Radiation Ecology and Environmental Science,2,13
9,676,Radiation Ecology and Environmental Science,2,12
9,676,Radiation Ecology and Environmental Science,2,11
9,676,Renewable Energy and Sustainable Living,2,13.8
9,676,Renewable Energy and Sustainable Living,2,13.8
9,676,Renewable Energy and Sustainable Living,2,12.7
9,676,Renewable Energy and Sustainable Living,2,7
9,676,Renewable Energy and Sustainable Living,2,16.8
9,676,Renewable Energy and Sustainable Living,2,16.1
9,676,Renewable Energy and Sustainable Living,2,19.2
9,676,Scavenging and Resource Management,2,7
9,676,Scavenging and Resource Management,2,9
9,676,Scavenging and Resource Management,2,6
9,676,Scavenging and Resource Management,2,9
9,676,Survival Skills and Wilderness Medicine,1,14
9,676,Survival Skills and Wilderness Medicine,1,11
9,676,Survival Skills and Wilderness Medicine,1,12.5
9,676,Survival Skills and Wilderness Medicine,1,13.5
9,680,Art and Expression in a Post-Apocalyptic World,1,8.2
9,680,Art and Expression in a Post-Apocalyptic World,1,3.9
9,680,Art and Expression in a Post-Apocalyptic World,1,8.6
9,680,Art and Expression in a Post-Apocalyptic World,1,11
